S0601_C01_001E,S0601_C01_011E,S0601_C01_012E,S0601_C01_013E,S0601_C01_014E,S0601_C01_015E,S0601_C01_016E,S0601_C01_017E,S0601_C01_018E,S0601_C01_019E,S0601_C01_020E,S0601_C01_021E,S0601_C01_022E,S0601_C01_023E,S0601_C01_024E,S0601_C01_025E,S0601_C01_026E,S0601_C01_027E,S0601_C01_028E,S0601_C01_034E,S0601_C01_035E,S0601_C01_036E,S0601_C01_037E,S0601_C01_038E,S0601_C01_039E,S0601_C01_040E,S0601_C01_041E,S0601_C01_042E,S0601_C01_043E,S0601_C01_044E,S0601_C01_045E,S0601_C01_046E,S0601_C01_047E,S0601_C01_048E,FIPS,STATEFP,COUNTYFP,TRACTCE
1973,49.8,50.2,96.4,92.9,0.3,1.1,0.0,0.0,2.1,3.6,7.6,89.4,1855,6.4,4.2,2.3,1601,17.8,22.4,41.6,16.1,6.6,1601,13.7,11.4,12.5,9.4,11.5,12.4,4.1,14.0,31212,1900,48011950100,48,011,950100
7213,48.0,52.0,93.2,89.4,0.7,0.0,0.5,0.0,2.6,6.8,62.1,34.8,6588,43.0,24.4,18.7,5541,19.5,36.6,23.5,8.9,4.8,5541,19.4,6.2,17.0,8.4,11.9,8.2,4.5,10.9,25291,7118,48013960100,48,013,960100
7326,47.3,52.7,97.6,95.7,0.0,0.0,0.0,0.0,1.9,2.4,68.3,30.6,6932,45.5,35.0,10.5,5782,32.0,34.7,30.0,11.0,6.9,5782,11.9,8.1,18.8,11.3,8.7,8.1,1.9,10.2,25448,7257,48013960201,48,013,960201
11041,54.7,45.3,98.6,95.4,0.3,0.3,0.0,0.0,2.6,1.4,76.0,22.7,10293,43.4,24.6,18.8,8461,31.3,38.5,23.3,7.6,2.2,8461,17.0,7.4,21.7,7.8,9.6,8.2,2.9,6.0,22783,10984,48013960202,48,013,960202
3707,53.4,46.6,95.7,92.3,0.0,2.1,1.2,0.0,0.2,4.3,83.1,14.3,3534,39.6,25.6,14.1,3061,36.2,41.8,21.1,6.9,2.4,3061,16.1,13.4,15.6,13.3,12.4,5.1,1.8,5.6,22667,3656,48013960300,48,013,960300
2450,51.9,48.1,91.6,88.6,0.0,0.4,0.0,0.0,2.5,8.4,70.3,27.2,2057,51.5,23.2,28.2,1767,22.6,26.7,24.7,8.9,1.7,1767,15.4,11.8,17.4,6.6,10.5,12.8,3.6,5.8,22056,2410,48013960401,48,013,960401
9104,47.1,52.9,90.4,87.8,0.3,0.0,1.0,0.0,1.3,9.6,46.6,49.9,8397,20.6,13.6,7.0,6901,28.5,37.2,26.4,18.8,7.2,6901,12.1,12.0,12.9,8.7,8.0,10.5,2.9,16.8,31050,8714,48013960402,48,013,960402
2545,46.9,53.1,96.1,93.8,0.4,0.0,0.0,0.0,1.8,3.9,76.9,21.4,2366,49.9,24.6,25.3,1995,29.0,41.6,19.1,3.9,0.7,1995,21.4,10.1,14.4,11.0,10.1,5.6,1.4,5.5,21154,2493,48013960500,48,013,960500
6142,49.4,50.6,97.0,94.4,0.3,0.0,0.0,0.0,2.2,3.0,48.5,47.9,5724,32.3,23.2,9.1,4720,32.0,50.0,18.3,7.6,3.3,4720,20.4,8.7,16.4,9.7,6.1,8.0,2.7,13.0,22206,6072,48013960600,48,013,960600
2781,49.3,50.7,96.8,70.4,11.8,0.5,0.0,0.0,14.1,3.2,40.1,44.4,2497,27.2,16.9,10.3,2075,24.6,38.8,27.4,9.2,3.0,2075,13.0,14.1,12.6,11.9,14.3,6.8,3.3,8.6,26517,2763,48015760100,48,015,760100
5876,50.0,50.0,97.7,72.0,10.6,0.0,0.3,0.0,14.8,2.3,34.2,54.5,5357,27.7,17.6,10.2,4484,20.8,27.0,32.6,16.3,5.3,4484,15.6,9.8,14.7,10.9,8.3,7.1,5.1,15.6,26903,5872,48015760200,48,015,760200
6777,46.5,53.5,93.4,72.1,5.5,0.0,0.0,0.0,15.8,6.6,36.9,55.4,6369,26.3,17.5,8.8,5340,22.4,35.2,31.0,12.6,3.5,5340,10.3,7.8,13.0,18.1,16.5,8.5,4.9,10.2,32423,6713,48015760300,48,015,760300
4009,50.2,49.8,99.9,84.7,8.1,0.0,2.4,0.0,4.8,0.1,17.9,71.1,3910,17.6,11.6,6.0,3398,20.8,36.2,23.9,16.5,11.3,3398,10.7,4.2,10.3,10.7,12.7,7.6,2.4,21.3,39628,3979,48015760400,48,015,760400
4894,52.2,47.8,97.0,92.5,3.1,0.0,0.0,0.0,1.4,3.0,9.7,84.2,4584,8.1,5.0,3.1,3876,16.1,18.9,31.3,25.8,12.8,3876,10.4,8.4,11.6,10.2,7.6,13.2,2.3,20.6,38457,4741,48015760501,48,015,760501
5427,49.0,51.0,100.0,76.5,16.3,0.6,0.0,0.0,6.7,0.0,21.6,61.7,5261,16.9,4.7,12.2,4722,29.2,23.4,35.3,18.4,6.9,4722,16.3,10.4,18.2,9.8,8.4,8.4,2.1,10.9,23344,5423,48015760502,48,015,760502
7100,50.9,49.1,100.0,83.8,0.6,1.1,0.8,0.0,13.6,0.0,62.1,35.5,6642,48.1,28.8,19.3,5658,37.7,35.1,24.6,13.2,4.0,5658,17.0,11.8,13.7,14.8,13.6,4.7,5.4,4.7,25217,6743,48017950100,48,017,950100
4393,45.1,54.9,99.7,96.5,0.0,0.9,0.5,0.0,1.7,0.3,17.1,82.1,4099,9.0,5.8,3.2,3716,12.9,33.8,34.9,13.5,10.0,3716,15.8,10.7,17.0,12.2,11.0,9.1,4.3,11.3,26929,4322,48019000101,48,019,000101
5955,50.9,49.1,91.2,90.3,0.2,0.0,0.1,0.0,0.6,8.8,19.1,78.7,5743,13.6,8.9,4.7,5227,23.4,31.4,34.1,19.0,3.4,5227,16.9,8.8,20.6,11.2,14.5,3.6,4.8,9.9,23878,5833,48019000102,48,019,000102
2825,52.5,47.5,100.0,93.6,3.7,0.1,0.0,0.0,2.7,0.0,10.3,85.9,2746,8.0,4.6,3.5,2385,28.3,37.7,25.9,16.8,9.2,2385,17.1,9.1,23.4,11.2,13.8,5.9,3.4,9.1,23829,2801,48019000200,48,019,000200
6774,49.2,50.8,88.1,83.7,0.6,2.0,0.3,0.0,1.6,11.9,25.4,69.2,6669,12.9,9.2,3.7,5910,22.9,33.3,37.3,10.8,6.9,5910,20.0,15.1,12.8,7.8,11.5,9.3,3.5,10.6,22644,6774,48019000300,48,019,000300
2268,60.2,39.8,95.2,90.9,0.0,3.6,0.7,0.0,0.0,4.8,12.1,82.8,2008,8.6,6.4,2.1,1886,17.9,22.0,33.2,23.8,10.5,1886,16.9,5.8,11.6,11.8,14.8,9.8,3.4,15.1,33793,2268,48019000400,48,019,000400
8298,50.7,49.3,98.0,73.8,2.6,0.2,1.5,0.0,19.9,2.0,32.1,61.3,7866,31.8,16.2,15.6,6953,24.7,27.6,30.5,13.9,5.3,6953,15.0,10.0,10.4,9.9,12.4,12.6,4.1,14.2,33420,8266,48021950100,48,021,950100
9373,48.1,51.9,98.9,50.1,28.2,0.0,0.2,0.0,20.4,1.1,45.4,26.6,8755,36.4,24.6,11.9,7251,38.6,33.2,26.9,9.0,3.5,7251,21.0,8.0,15.5,16.1,9.2,7.0,2.6,7.6,23981,9212,48021950200,48,021,950200
16034,49.5,50.5,97.1,71.9,7.2,0.2,1.8,0.0,16.0,2.9,30.9,58.6,15223,24.0,14.6,9.3,12298,32.4,24.3,31.5,20.1,11.3,12298,15.5,5.2,10.4,10.4,8.7,13.5,3.3,14.5,33671,15881,48021950300,48,021,950300
9375,49.5,50.5,95.9,85.4,5.1,0.5,0.5,0.0,4.4,4.1,15.3,75.5,8756,10.6,8.9,1.7,7721,20.7,26.2,36.6,18.0,11.4,7721,11.0,10.7,14.3,16.3,14.5,7.8,3.7,12.1,30832,8867,48021950400,48,021,950400
8588,60.2,39.8,98.0,70.5,5.8,1.6,0.9,0.0,19.2,2.0,51.0,41.1,8280,46.8,37.4,9.4,7111,37.8,47.6,23.8,8.7,2.3,7111,14.8,7.5,15.5,12.2,8.6,8.2,1.1,6.5,24443,7215,48021950501,48,021,950501
6386,47.1,52.9,97.4,91.0,1.1,1.4,0.3,0.0,3.5,2.6,14.9,80.3,6019,8.9,6.5,2.5,5111,22.3,27.6,44.2,13.6,6.4,5111,9.9,9.3,20.0,10.4,15.2,9.4,4.7,12.1,32053,6386,48021950502,48,021,950502
5500,48.1,51.9,96.5,83.9,7.2,0.5,0.9,0.0,4.1,3.5,14.1,76.9,5071,7.1,3.0,4.1,4438,22.2,28.3,31.8,18.7,8.1,4438,15.5,7.0,12.9,6.2,10.5,11.7,4.1,15.0,34886,5500,48021950600,48,021,950600
4579,49.2,50.8,98.3,77.0,10.8,0.6,1.9,0.0,8.2,1.7,13.3,71.0,4301,11.1,9.5,1.7,3822,28.5,32.8,30.6,15.8,6.0,3822,13.4,10.8,15.7,16.3,11.1,8.8,2.0,13.7,30004,4480,48021950700,48,021,950700
8014,53.3,46.7,93.8,35.8,3.2,0.3,0.0,0.0,54.3,6.2,76.3,19.2,7250,47.8,32.8,15.1,5994,41.0,29.8,22.0,8.6,1.6,5994,8.5,3.2,14.1,12.4,8.7,7.8,5.9,10.5,31574,7979,48021950801,48,021,950801
8375,49.9,50.1,99.8,50.4,1.1,0.0,0.2,0.0,48.1,0.2,68.2,29.6,7482,57.8,40.3,17.5,6190,39.1,31.6,30.1,9.8,3.5,6190,15.0,6.6,15.9,7.7,16.1,7.9,4.1,7.6,27209,8375,48021950802,48,021,950802
3577,48.8,51.2,99.4,92.0,3.4,0.3,0.0,1.1,2.6,0.6,8.5,86.6,3424,4.6,4.3,0.3,2932,18.6,35.0,27.7,17.5,5.4,2932,14.3,14.4,20.1,10.3,17.2,4.7,5.9,4.0,22319,3461,48023950300,48,023,950300
1819,57.7,42.3,99.2,98.0,1.0,0.0,0.0,0.0,0.2,0.8,44.5,53.8,1717,28.1,27.1,1.0,1496,27.5,31.8,42.0,8.3,5.5,1496,12.2,7.3,20.4,8.2,12.4,9.6,2.9,11.0,27250,1752,48025950100,48,025,950100
8417,94.5,5.5,89.9,65.7,23.3,0.5,0.1,0.0,0.2,10.1,43.6,25.8,8326,33.5,25.2,8.4,8179,54.6,43.5,18.9,3.0,0.9,8179,9.8,3.0,5.0,1.6,1.6,1.4,0.4,1.7,12327,1042,48025950201,48,025,950201
5709,47.4,52.6,100.0,98.0,0.9,0.5,0.6,0.0,0.0,0.0,55.4,43.7,5193,32.5,26.9,5.6,4313,30.0,25.9,36.5,6.5,9.9,4313,18.1,8.9,15.0,12.4,9.9,6.1,3.9,10.7,25368,5645,48025950202,48,025,950202
5720,54.2,45.8,99.2,94.2,1.8,0.0,1.8,0.0,1.4,0.8,62.7,32.8,5303,31.1,23.4,7.7,4270,39.3,25.3,46.6,6.9,5.0,4270,21.2,9.2,17.0,13.2,3.6,5.4,2.5,12.7,18395,5604,48025950300,48,025,950300
2189,52.4,47.6,95.9,89.8,0.2,1.6,1.0,0.0,3.4,4.1,70.0,27.2,2025,31.8,27.1,4.7,1613,34.0,32.6,34.5,5.9,3.4,1613,19.9,11.8,15.7,10.8,8.6,9.7,0.6,2.8,19248,2189,48025950400,48,025,950400
6215,43.6,56.4,98.4,87.8,4.1,0.9,0.2,0.0,5.5,1.6,74.8,22.0,5639,39.3,33.5,5.8,4801,37.2,31.8,40.0,4.4,1.1,4801,23.8,11.3,14.7,8.4,16.6,3.7,2.8,3.1,18212,6072,48025950500,48,025,950500
2542,49.2,50.8,98.6,96.7,0.2,0.0,0.0,0.0,1.7,1.4,70.2,29.5,2507,46.6,40.8,5.9,2202,34.4,36.7,29.2,6.9,5.7,2202,13.0,11.4,16.2,10.0,12.7,4.0,2.2,7.9,22362,2542,48025950600,48,025,950600
7644,52.1,47.9,98.8,97.9,0.3,0.1,0.0,0.0,0.5,1.2,15.2,83.7,6943,5.3,3.9,1.4,5794,20.0,37.2,36.3,14.2,5.4,5794,9.6,6.5,15.8,12.6,18.2,9.4,3.2,12.1,33824,7641,48027020100,48,027,020100
8745,49.5,50.5,95.7,84.1,3.5,0.5,3.5,0.0,4.0,4.3,13.9,76.7,7822,12.6,10.0,2.6,6315,18.5,19.8,31.8,26.4,19.0,6315,15.3,5.8,10.4,6.5,8.4,10.0,7.7,25.6,48008,8680,48027020201,48,027,020201
7320,51.9,48.1,99.1,95.7,0.4,2.0,0.0,0.0,1.0,0.9,18.0,80.7,6922,8.3,5.6,2.7,5904,25.1,34.3,34.6,16.4,6.5,5904,10.5,7.8,14.7,12.7,17.4,7.0,6.7,11.0,33385,7320,48027020202,48,027,020202
11243,42.8,57.2,96.7,81.9,11.1,0.6,2.2,0.0,0.9,3.3,24.9,58.6,10264,11.2,8.5,2.7,8088,24.7,25.9,39.8,21.7,10.9,8088,8.3,6.0,7.4,9.5,12.4,16.1,6.4,15.9,46471,11192,48027020300,48,027,020300
3310,45.5,54.5,93.6,65.3,22.8,0.9,2.0,0.0,2.6,6.4,31.8,39.2,3131,20.1,13.2,6.8,2443,37.8,37.3,30.2,9.5,3.3,2443,15.5,13.3,14.3,13.4,11.7,12.2,3.1,4.3,25589,3210,48027020401,48,027,020401
2498,55.7,44.3,97.8,73.3,21.7,0.6,0.0,0.0,2.2,2.2,28.9,47.5,2321,14.9,8.5,6.4,2024,22.1,37.7,33.0,9.3,5.6,2024,18.4,10.6,16.8,13.0,11.5,6.4,3.2,6.8,21972,2498,48027020402,48,027,020402
3708,49.1,50.9,96.6,81.9,11.9,0.0,0.5,0.0,2.3,3.4,44.7,39.9,3515,38.5,23.8,14.7,2940,36.4,25.1,43.0,12.2,4.2,2940,12.5,9.0,21.3,11.7,15.2,10.6,1.6,4.0,25234,3708,48027020500,48,027,020500
2650,48.2,51.8,97.7,86.3,6.1,0.0,4.6,0.0,0.6,2.3,30.4,58.4,2514,13.9,12.5,1.4,2152,31.5,16.2,39.5,20.6,9.8,2152,16.8,8.0,17.7,12.2,9.1,8.4,2.1,8.8,24538,2650,48027020600,48,027,020600
1474,46.6,53.4,99.1,61.7,26.3,0.2,0.3,0.9,9.6,0.9,32.6,39.8,1338,20.4,17.1,3.3,1204,37.8,43.9,14.1,5.6,0.5,1204,26.1,13.5,17.4,12.2,10.4,3.2,0.0,3.8,17250,1474,48027020701,48,027,020701
1728,49.1,50.9,98.4,74.7,19.8,0.9,0.0,0.0,3.0,1.6,41.7,37.7,1537,42.3,25.0,17.2,1367,29.3,44.5,19.5,4.4,1.6,1367,18.0,23.0,21.8,12.4,6.4,4.5,0.6,0.7,15984,1658,48027020702,48,027,020702
2897,51.1,48.9,95.9,48.5,46.5,0.0,0.0,0.0,0.9,4.1,29.5,19.9,2534,19.3,4.6,14.8,2105,27.6,33.0,34.2,7.5,0.7,2105,25.6,9.9,20.7,13.7,8.5,3.1,3.5,1.0,20160,2863,48027020800,48,027,020800
2887,48.9,51.1,98.1,62.4,33.1,1.4,0.0,0.0,1.1,1.9,31.4,36.3,2683,19.6,14.5,5.1,2234,38.9,34.2,33.2,8.1,3.5,2234,25.0,13.1,22.7,8.7,8.0,3.5,2.9,2.7,16891,2578,48027020900,48,027,020900
4237,50.5,49.5,95.1,75.4,16.5,1.0,0.7,0.0,1.5,4.9,38.6,41.4,3957,25.4,14.4,11.0,3364,36.6,38.6,34.0,8.8,4.6,3364,21.1,11.1,19.9,13.9,11.8,3.4,2.4,3.5,20391,4230,48027021000,48,027,021000
5747,41.9,58.1,95.9,71.0,20.2,0.0,2.3,0.0,2.4,4.1,29.0,46.0,5423,13.7,12.4,1.3,4527,37.6,29.5,33.0,11.1,10.2,4527,16.6,9.1,18.3,12.3,14.2,9.3,2.0,5.2,24723,5584,48027021100,48,027,021100
3344,44.9,55.1,95.9,66.9,20.6,0.0,1.5,0.0,6.9,4.1,31.1,49.3,2974,20.6,15.4,5.2,2781,36.3,23.2,38.4,22.1,11.8,2781,8.7,5.7,15.1,21.3,17.0,12.4,3.8,9.3,31569,3344,48027021201,48,027,021201
4101,49.9,50.1,96.9,79.7,11.3,0.2,1.1,0.0,4.5,3.1,23.3,63.0,3790,11.7,8.1,3.6,3223,27.6,27.5,38.4,19.3,8.5,3223,14.5,5.6,16.9,15.0,18.2,9.7,3.2,6.1,29898,3920,48027021202,48,027,021202
4556,46.7,53.3,97.0,85.8,7.7,0.0,0.3,0.2,3.0,3.0,18.9,70.8,4276,7.4,5.0,2.4,3900,30.1,21.8,28.3,26.2,15.9,3900,12.3,8.7,19.9,9.8,10.9,6.2,3.6,16.3,26509,4556,48027021203,48,027,021203
5143,49.0,51.0,96.3,84.6,9.7,0.0,0.8,0.0,1.3,3.7,21.9,64.3,4685,14.9,10.6,4.3,4252,25.6,23.4,42.2,17.5,12.9,4252,9.6,9.4,16.2,18.8,11.9,8.8,2.2,12.5,30743,5109,48027021301,48,027,021301
2975,46.6,53.4,95.6,91.2,2.6,0.5,0.6,0.0,0.7,4.4,7.7,84.6,2740,6.9,5.2,1.8,2577,23.9,19.6,34.2,25.5,16.6,2577,16.4,7.6,11.3,9.4,13.0,10.6,6.2,16.5,36278,2975,48027021302,48,027,021302
10237,51.0,49.0,90.3,69.1,15.2,0.0,4.8,0.0,1.2,9.7,19.5,57.9,8787,11.1,8.0,3.1,7454,28.1,20.3,35.8,22.5,16.3,7454,12.5,5.7,11.8,12.3,13.1,11.9,4.4,13.7,35392,9886,48027021303,48,027,021303
4350,53.2,46.8,97.7,92.0,2.0,0.0,1.6,0.8,1.3,2.3,22.2,72.9,4060,17.4,15.2,2.2,3289,25.5,32.2,35.4,14.8,7.2,3289,16.4,4.3,15.1,10.8,14.0,11.4,2.0,12.0,30980,4350,48027021400,48,027,021400
7386,51.1,48.9,95.9,74.0,15.2,0.0,0.0,0.1,6.6,4.1,36.7,44.2,6607,31.3,16.6,14.7,5729,32.9,30.7,37.4,8.3,5.4,5729,15.8,9.4,19.4,11.8,10.4,4.3,3.3,11.8,23792,7019,48027021500,48,027,021500
5589,48.0,52.0,95.7,78.9,11.1,0.0,0.2,0.0,5.4,4.3,45.9,41.3,5164,32.3,23.4,9.0,4020,32.6,38.7,28.5,8.7,5.6,4020,15.3,13.9,15.8,15.7,12.7,7.8,3.1,6.4,25145,5515,48027021601,48,027,021601
2881,34.7,65.3,97.0,77.9,14.9,0.5,1.2,0.0,2.6,3.0,30.6,57.5,2732,17.6,16.4,1.2,2568,75.7,20.4,30.5,16.0,11.9,2568,51.9,8.1,7.9,5.8,6.1,2.8,0.2,3.2,6673,1258,48027021602,48,027,021602
8754,48.7,51.3,97.1,91.7,2.0,0.8,1.7,0.0,0.8,2.9,11.2,82.6,8417,5.8,4.6,1.2,6839,31.6,19.0,28.2,22.9,21.6,6839,11.2,6.6,12.8,8.3,11.9,12.8,2.2,20.0,42788,8629,48027021700,48,027,021700
9390,49.3,50.7,95.0,75.4,15.1,0.1,2.4,0.0,2.1,5.0,19.9,60.6,8567,10.5,7.9,2.6,7158,28.8,33.2,37.6,10.8,11.3,7158,14.0,7.7,15.8,11.8,12.8,9.1,2.7,12.6,29346,9390,48027021800,48,027,021800
3535,50.0,50.0,93.0,69.3,11.5,2.3,1.9,0.7,7.4,7.0,26.3,55.1,3327,18.2,9.8,8.4,2951,33.1,23.4,43.5,16.0,6.9,2951,14.2,12.5,13.3,9.8,14.8,11.9,4.7,7.2,27304,3338,48027021901,48,027,021901
9104,53.8,46.2,87.9,59.6,20.4,0.0,5.9,1.6,0.4,12.1,18.9,45.1,8726,13.0,8.8,4.3,7148,23.7,16.7,31.2,31.9,17.4,7148,11.3,4.9,7.6,6.1,11.3,13.9,4.1,21.2,48500,9046,48027021903,48,027,021903
12109,48.9,51.1,96.3,68.3,18.4,0.5,5.6,0.0,3.6,3.7,20.7,53.1,11184,18.1,14.8,3.3,9065,27.4,20.5,35.5,23.8,11.7,9065,15.9,7.6,8.5,10.1,10.5,12.7,2.3,17.2,35977,12085,48027021904,48,027,021904
8180,49.4,50.6,92.6,57.6,25.4,0.0,3.2,2.7,3.7,7.4,26.1,39.4,7631,23.6,16.3,7.3,6268,31.1,26.1,41.1,11.3,5.2,6268,22.0,8.5,14.4,11.6,12.1,4.9,4.1,7.7,23834,8180,48027022000,48,027,022000
4297,48.7,51.3,96.4,56.7,27.0,1.4,1.8,1.7,7.8,3.6,23.0,44.0,4040,22.7,19.7,3.0,3425,31.6,38.3,39.8,8.5,3.5,3425,17.8,7.6,20.0,11.1,11.5,9.0,1.8,3.5,23750,4287,48027022101,48,027,022101
5648,51.2,48.8,96.8,36.1,51.4,0.2,4.5,0.0,4.6,3.2,27.9,24.9,5002,22.8,15.1,7.7,4137,40.8,29.6,46.0,9.6,5.0,4137,19.6,6.8,14.3,15.8,12.9,8.8,4.4,3.1,25832,5610,48027022103,48,027,022103
4196,44.9,55.1,96.6,41.4,43.4,0.0,6.0,2.6,3.3,3.4,23.6,27.6,3938,21.5,17.7,3.8,3370,29.6,30.9,46.4,11.6,1.6,3370,16.4,11.0,16.3,18.0,10.0,7.8,0.8,6.2,24589,4196,48027022104,48,027,022104
2101,47.9,52.1,91.3,41.6,44.7,0.0,1.9,2.5,0.7,8.7,24.7,27.8,1898,20.4,17.8,2.6,1568,33.9,28.9,46.3,13.2,2.7,1568,14.6,5.8,18.4,15.0,14.5,8.6,2.4,5.1,28382,2092,48027022105,48,027,022105
3604,50.1,49.9,97.0,44.4,44.8,0.0,2.4,2.1,3.3,3.0,22.2,28.1,3310,22.4,17.6,4.8,2814,34.8,28.0,44.9,11.7,2.3,2814,12.3,11.6,20.8,18.0,11.1,6.4,5.2,2.9,24709,3565,48027022200,48,027,022200
3775,45.0,55.0,92.0,51.4,34.4,3.0,2.5,0.0,0.7,8.0,19.0,40.0,3424,14.9,11.2,3.8,2976,31.6,31.5,42.6,6.8,7.0,2976,23.9,8.5,16.8,15.0,7.0,7.9,1.7,5.6,20962,3758,48027022300,48,027,022300
5866,49.2,50.8,89.7,44.2,41.4,0.0,1.6,0.0,2.4,10.3,28.8,22.3,5192,22.4,12.7,9.7,4169,27.9,28.9,43.4,10.0,6.6,4169,15.9,12.7,8.0,18.6,15.6,7.0,1.9,6.1,30158,5866,48027022401,48,027,022401
7930,47.8,52.2,91.7,42.9,42.0,0.1,3.7,0.0,3.0,8.3,24.8,29.3,7244,20.1,15.9,4.2,5645,27.1,15.5,42.5,23.1,14.8,5645,13.8,3.6,6.7,7.0,9.3,15.2,5.9,21.8,52568,7930,48027022402,48,027,022402
4568,49.1,50.9,90.2,47.3,31.3,3.0,4.8,1.2,2.6,9.8,30.1,28.0,4229,29.4,19.7,9.7,3558,31.1,24.6,48.2,16.7,4.2,3558,13.8,5.0,8.5,14.6,13.5,11.8,3.9,10.3,33199,4560,48027022403,48,027,022403
7439,48.5,51.5,92.6,45.9,38.4,0.8,5.2,0.0,2.3,7.4,29.3,28.4,6746,32.1,22.7,9.4,5563,25.8,20.9,41.6,25.1,7.8,5563,12.0,6.8,8.1,15.9,15.1,11.4,4.8,12.9,35553,7330,48027022404,48,027,022404
2101,54.4,45.6,94.5,60.9,23.1,0.8,4.2,0.8,4.7,5.5,20.8,51.3,1982,20.3,7.4,12.9,1819,40.7,13.5,36.1,28.4,6.6,1819,8.0,5.9,13.8,15.8,18.2,16.6,4.8,6.4,36250,2043,48027022405,48,027,022405
3026,46.8,53.2,93.8,62.7,21.1,1.1,1.9,0.3,6.8,6.2,29.2,49.4,2842,31.5,22.6,8.9,2414,28.8,28.7,46.9,8.7,4.8,2414,17.2,6.4,13.1,11.4,14.0,13.6,3.6,3.1,29006,3013,48027022501,48,027,022501
12231,49.0,51.0,96.8,41.4,41.3,2.5,7.4,0.5,3.8,3.2,23.0,26.8,11185,28.5,22.3,6.1,9458,30.0,20.4,44.0,18.6,8.8,9458,9.3,7.5,11.9,11.3,13.6,12.6,5.2,11.5,36351,12055,48027022502,48,027,022502
4251,49.4,50.6,95.7,58.4,33.3,0.2,1.5,0.5,1.9,4.3,37.1,28.7,3758,34.7,25.1,9.6,3201,38.2,30.6,38.7,4.0,1.3,3201,23.8,9.3,20.4,13.5,7.7,5.1,0.0,0.3,17163,4228,48027022600,48,027,022600
2424,55.4,44.6,98.3,45.2,38.8,3.2,5.0,4.2,1.9,1.7,29.1,26.2,2083,29.2,16.6,12.7,1797,23.9,33.3,39.7,5.3,1.4,1797,21.8,10.7,18.9,20.3,9.3,4.2,0.9,2.6,21822,2417,48027022801,48,027,022801
3555,52.7,47.3,95.4,46.6,38.6,0.0,2.6,4.3,3.4,4.6,24.2,32.1,3312,31.1,19.0,12.1,2873,39.8,36.0,38.7,8.8,0.3,2873,24.8,10.6,20.4,11.3,12.4,3.1,0.2,3.7,17645,3555,48027022900,48,027,022900
10026,49.3,50.7,91.9,52.0,31.6,0.5,4.8,0.5,2.4,8.1,24.3,33.7,9135,24.7,17.3,7.4,7066,28.3,24.8,47.5,15.5,5.3,7066,14.0,6.9,8.4,11.5,13.0,13.6,3.0,10.8,34450,10025,48027023000,48,027,023000
4603,46.1,53.9,96.4,47.3,34.2,0.0,1.6,7.3,6.0,3.6,22.7,32.9,4116,19.2,16.1,3.2,3444,32.6,26.4,52.8,7.4,3.8,3444,16.7,11.2,16.1,13.0,15.6,6.3,2.6,3.7,23998,4603,48027023103,48,027,023103
3181,49.4,50.6,91.8,41.9,43.9,0.0,1.4,0.0,4.7,8.2,32.8,20.3,2843,24.9,21.1,3.8,2366,29.1,34.4,44.4,4.8,4.9,2366,12.5,11.5,21.7,19.6,13.0,7.4,0.3,2.4,24223,3181,48027023104,48,027,023104
15983,48.2,51.8,90.7,36.3,44.9,0.7,4.6,2.1,2.1,9.3,21.4,25.3,14017,18.4,15.0,3.4,10709,27.3,18.7,52.7,16.3,9.0,10709,12.7,6.0,11.4,8.9,15.6,13.1,6.9,9.3,39654,15879,48027023105,48,027,023105
8719,53.4,46.6,92.9,36.7,48.3,0.0,4.4,2.2,1.4,7.1,24.4,25.9,7853,24.9,22.9,2.1,6655,28.9,22.4,45.5,19.7,8.7,6655,9.0,8.7,11.5,12.1,19.9,10.8,3.4,5.8,33939,8709,48027023106,48,027,023106
6917,49.4,50.6,94.6,30.9,52.9,0.8,2.4,2.1,5.5,5.4,23.0,18.2,6469,23.3,19.9,3.4,5157,42.0,32.0,47.0,10.8,4.6,5157,17.0,7.3,15.4,15.4,14.1,8.0,0.7,6.4,27006,6905,48027023107,48,027,023107
15257,47.8,52.2,92.8,43.9,41.8,0.1,4.7,0.2,2.1,7.2,31.7,24.2,13115,24.6,18.7,5.9,10826,33.7,20.2,53.6,15.7,3.3,10826,15.4,3.8,12.7,13.9,13.7,10.8,2.7,8.2,31210,15169,48027023108,48,027,023108
1301,50.7,49.3,89.9,72.3,8.5,0.3,7.0,0.0,1.9,10.1,20.1,59.0,1121,19.4,12.4,7.0,882,8.7,10.8,24.5,37.8,21.1,882,9.2,4.9,9.4,11.2,13.7,11.3,2.6,17.7,40096,1301,48027023201,48,027,023201
4665,69.0,31.0,92.3,67.7,13.7,0.4,3.2,1.7,5.7,7.7,32.3,46.5,4301,26.0,20.3,5.6,3922,62.6,23.0,55.9,12.2,6.1,3922,15.5,6.5,33.2,21.2,7.5,3.3,1.7,2.0,22851,1857,48027023202,48,027,023202
1160,51.4,48.6,93.4,67.7,12.6,0.8,8.3,0.0,4.1,6.6,25.9,46.3,939,28.1,23.3,4.8,783,4.5,17.4,62.8,10.0,6.8,783,14.6,9.3,12.6,15.8,14.9,6.0,0.4,7.2,28065,1160,48027023203,48,027,023203
4724,84.7,15.3,89.0,59.1,22.8,0.2,3.8,0.1,2.9,11.0,23.4,41.8,4524,18.2,12.9,5.3,4407,64.2,20.3,57.3,17.5,2.1,4407,17.9,6.1,31.9,21.1,12.3,1.8,0.3,1.5,22338,803,48027023204,48,027,023204
